econ_key_date,member_deal_ids,source_workbooks,n_rows,acquirer,target,completion_date,completion_year,subtype2,subtype3,ctrl_transfer,fin_status,pat_status,deal_event_id,Final_Classification,Classification_Confidence,Innovation_or_Commercial_Asset,Classification_Justification,Eligibility,Exclusion_Reason,InnovationDeal,is_primary_innovation,is_alternative,acquirer_group
norgine||azanta a s||2020-03-24,CTL-0024,control,1,Norgine BV,Azanta A/S,2020-03-24,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-2580E8B7,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Norgine BV
novartis||advanced accelerator applications||2018-01-22,CTL-0109,control,1,Novartis AG,Advanced Accelerator Applications SA,2018-01-22,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-55F3E53B,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Novartis AG
novavax||novavax cz||2020-05-27,CTL-0016,control,1,Novavax Inc,Novavax CZ,2020-05-27,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-45A76A5C,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Novavax Inc
novavision||sight science||2012-01-10,CTL-0306,control,1,NovaVision Inc,Sight Science Limited,2012-01-10,2012,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-4546A956,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,NovaVision Inc
novotek||bioton||2015-11-25,CTL-0209,control,1,NovoTek Group,Bioton SA,2015-11-25,2015,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-75668D11,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,NovoTek Group
nuformix||nuformix||2017-10-13,CTL-0120,control,1,Nuformix Plc,Nuformix Plc,2017-10-13,2017,Acquisition,Reverse Acquisition,Review - reverse acquisition,Not collected,Not collected,EVT-42B3FBFD,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Reverse acquisition without entity continuity,0,0,0,Nuformix Plc
nupharm italy||fb health||2017-06-30,CTL-0130,control,1,NuPharm Italy SpA,FB Health SpA,2017-06-30,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-4EAA72F7,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,NuPharm Italy SpA
nxera||heptares therapeutics||2015-02-23,CTL-0227,control,1,Nxera Pharma Co Ltd,Heptares Therapeutics Ltd,2015-02-23,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-7C5D7423,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Nxera Pharma Co Ltd
omnicare kg||omnicare kg megapharm||2015-10-02,CTL-0197,control,1,Omnicare Holding GmbH & Co KG,Omnicare Holding GmbH & Co KG; Megapharm GmbH,2015-10-02,2015,Merger,,Review - merger,Not collected,Not collected,EVT-FB6A2F96,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,Omnicare Holding GmbH & Co KG
opko health||pharmsynthez||2013-04-18,CTL-0286,control,1,OPKO Health Inc,Pharmsynthez,2013-04-18,2013,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-48B06FAC,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,OPKO Health Inc
orion biotechnology canada||k2 biomedical sp z o o||2018-06-14,CTL-0084,control,1,Orion Biotechnology Canada Ltd,K2 Biomedical Sp. z o.o.,2018-06-14,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-5F2D30A1,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Orion Biotechnology Canada Ltd
orkla asa||orkla wound care||2015-08-31,CTL-0236,control,1,Orkla ASA,Orkla Wound Care AB,2015-08-31,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-29208BA4,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Orkla ASA
orkla home personal care||cederroth||2015-08-31,CTL-0235,control,1,Orkla Home & Personal Care AS,Cederroth AB,2015-08-31,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-F6FD7A3E,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Orkla Home & Personal Care AS
ovoca bio||ivix||2020-03-24,CTL-0023,control,1,Ovoca Bio Plc,Ivix Ltd,2020-03-24,2020,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-45EC799E,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Ovoca Bio Plc
oxford gene technology||cytocell||2014-03-04,CTL-0266,control,1,Oxford Gene Technology Ltd,Cytocell Ltd,2014-03-04,2014,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-876981C7,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Oxford Gene Technology Ltd
pelgar international||agropharm||2015-05-07,CTL-0217,control,1,PelGar International Ltd,Agropharm Ltd,2015-05-07,2015,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-C81C2C65,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,PelGar International Ltd
perfect concept||china oncology focus||2018-03-14,CTL-0091,control,1,Perfect Concept Holdings Ltd,China Oncology Focus Ltd,2018-03-14,2018,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-367BC7C3,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Perfect Concept Holdings Ltd
perrigo||elan||2013-12-18,CTL-0280,control,1,Perrigo Company plc,"Elan Corporation, plc",2013-12-18,2013,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-7BFBAAB9,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Perrigo Company plc
perrigo||omega||2015-03-30,CTL-0243,control,1,Perrigo Company plc,Omega Pharma NV,2015-03-30,2015,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-6DCE4508,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Perrigo Company plc
pfizer||therachon inactive||2019-07-01,TRT-0003,treatment,1,Pfizer Inc,Therachon AG (Inactive),2019-07-01,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-53676CCA,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Pfizer Inc
pfizer||vivet therapeutics||2019-03-20,CTL-0057,control,1,Pfizer Inc,Vivet Therapeutics SAS,2019-03-20,2019,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-89769EB2,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Pfizer Inc
pharmstandard leksredstva||otcpharm||2016-09-16,CTL-0152,control,1,Pharmstandard-Leksredstva,OTCPharm,2016-09-16,2016,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-CDF3BC14,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Pharmstandard-Leksredstva
pharmstandard||biolik jsc||2013-05-28,CTL-0285,control,1,Pharmstandard,Biolik JSC,2013-05-28,2013,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-16F4D866,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,Pharmstandard
polpharma||polpharma biologics utrecht||2016-06-26,CTL-0162,control,1,Polpharma SA,Polpharma Biologics Utrecht BV,2016-06-26,2016,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-AFCAB7F4,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Polpharma SA
ppf sotio biotech||cytune||2015-02-04,CTL-0232,control,1,PPF Group NV; SOTIO Biotech AS,Cytune Pharma SAS,2015-02-04,2015,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-EA1988B3,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,PPF Group NV; SOTIO Biotech AS
ppf||oribase||2014-03-31,CTL-0260,control,1,PPF AS,Oribase Pharma,2014-03-31,2014,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-E8E3EE04,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,PPF AS
praktikerinvest aktiebolag recipharm venture fund the foundation for baltic and east european studies||palette life sciences||2015-07-09,CTL-0208,control,1,Praktikerinvest Aktiebolag; Recipharm Venture Fund AB; The Foundation for Baltic and East European Studies,Palette Life Sciences AB,2015-07-09,2015,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-3263B088,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Praktikerinvest Aktiebolag; Recipharm Venture Fund AB; The Foundation for Baltic and East European Studies
precigen||actogenix||2015-02-23,CTL-0228,control,1,Precigen Inc,ActogeniX NV,2015-02-23,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-A86B4C32,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Precigen Inc
precision medicine llc||epiontis||2017-10-04,CTL-0116,control,1,Precision Medicine Group LLC,Epiontis GmbH,2017-10-04,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-172E6E4F,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Precision Medicine Group LLC
productlife||kohne||2014-02-17,TRT-0035,treatment,1,ProductLife Group,Kohne Pharma GmbH,2014-02-17,2014,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-72E7DA33,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,ProductLife Group
promethera biosciences||baliopharm||2018-04-10,CTL-0090,control,1,Promethera Biosciences SA,Baliopharm AG,2018-04-10,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-8E7C8DE3,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Promethera Biosciences SA
quantum||lamda laboratories lamda||2015-04-17,CTL-0220,control,1,Quantum Pharmaceutical Ltd,Lamda Laboratories SA; Lamda Pharma SA,2015-04-17,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-170D719C,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Quantum Pharmaceutical Ltd
quantum||nupharm laboratories inactive nupharm inactive||2015-07-14,CTL-0206,control,1,Quantum Pharmaceutical Ltd,NuPharm Laboratories Ltd (Inactive); NuPharm Group Limited (Inactive),2015-07-14,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-EA4754F3,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Quantum Pharmaceutical Ltd
recordati s p a||farmaprojekt sp z o o||2012-08-02,CTL-0298,control,1,Recordati S.p.A.,FarmaProjekt Sp. z o.o,2012-08-02,2012,Acquisition,100% Acquisition,Eligible - 100%,Complete,No event-window coverage in the observed priority-year range,EVT-2D4C6B34,Alternative-rationale,High,Dietary-supplement/generic portfolio + CEE market (Farma-Projekt),Recordati acquires Farma-Projekt to grow in CEE markets. Generics/geographic.,Strict (100%),,0,0,1,Recordati
recordati s p a||laboratorios casen fleet s l||2013-10-21,CTL-0278,control,1,Recordati S.p.A.,Laboratorios Casen Fleet S.L.,2013-10-21,2013,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-101E5ED6,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Recordati
recordati||laboratoires tonipharm||2018-12-31,CTL-0064,control,1,Recordati SpA,Laboratoires Tonipharm,2018-12-31,2018,Acquisition,100% Acquisition,Eligible - 100%,Complete,Partial event window — 6/7 years covered,EVT-694CD1B6,Alternative-rationale,High,OTC self-medication brands (Tonipharm),Recordati acquires Tonipharm to enhance its self-medication portfolio with established OTC brands. Commercial/brands.,Strict (100%),,0,0,1,Recordati
relief therapeutics sonnet biotherapeutics ch||therametrics inactive sonnet biotherapeutics ch||2016-07-18,TRT-0026,treatment,1,Relief Therapeutics Holding AG; Sonnet BioTherapeutics CH SA,THERAMetrics holding AG (Inactive); Sonnet BioTherapeutics CH SA,2016-07-18,2016,Merger,,Review - merger,Not collected,Not collected,EVT-AD239A0D,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,Relief Therapeutics Holding AG; Sonnet BioTherapeutics CH SA
reprocell||biopta||2015-11-26,CTL-0188,control,1,ReproCELL Inc,Biopta Ltd,2015-11-26,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-C33D64C9,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,ReproCELL Inc
revvity||cisbio bioassays||2019-04-25,CTL-0051,control,1,Revvity Inc,Cisbio Bioassays,2019-04-25,2019,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-205F431E,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Revvity Inc
revvity||horizon discovery||2020-12-23,CTL-0006,control,1,Revvity Inc,Horizon Discovery Group Ltd,2020-12-23,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-26344903,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Revvity Inc
riemser formerly riemser arzneimittel||keocyt||2014-05-12,CTL-0257,control,1,Riemser Pharma GmbH (formerly RIEMSER Arzneimittel AG),Keocyt SA,2014-05-12,2014,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-6FCF505E,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Riemser Pharma GmbH (formerly RIEMSER Arzneimittel AG)
roche||signature diagnostics||2015-02-09,CTL-0230,control,1,Roche Holding AG,Signature Diagnostics GmbH,2015-02-09,2015,Acquisition,Majority Acquisition,Review - majority,Complete,Complete event window — 7/7 years covered,EVT-8E275CCB,High-confidence innovation-driven,High,Translational-oncology genomics platform + NGS diagnostics R&D (Signature Diagnostics),Roche acquires Signature Diagnostics to expand genomic-signature portfolio and advance NGS-diagnostics translational research. Platform/R&D central. (Screen false negative.),Broader (majority control-transfer),,1,1,0,Roche
roxall medizin||bial aristegui italia||2017-03-02,CTL-0138,control,1,Roxall Medizin GmbH,Bial-Aristegui Italia Srl,2017-03-02,2017,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-A4A38A71,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Roxall Medizin GmbH
ryboquin||nanogenic solutions||2018-07-19,CTL-0080,control,1,Ryboquin Co Ltd,Nanogenic Solutions Ltd,2018-07-19,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-14C06B91,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Ryboquin Co Ltd
s a mithra n v||novalon||2015-12-08,CTL-0185,control,1,S.A. Mithra pharmaceutical N.V.,Novalon SA,2015-12-08,2015,Acquisition,Minority Acquisition,Exclude - minority,Not collected,Not collected,EVT-48682140,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Ineligible,Minority stake — no control transfer,0,0,0,S.A. Mithra pharmaceutical N.V.
safic alcan||laserson||2013-09-16,CTL-0277,control,1,Safic-Alcan SA,Laserson SA,2013-09-16,2013,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-8D592F1E,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Safic-Alcan SA
salvarx||salvarx||2016-03-22,CTL-0193,control,1,SalvaRx Group Plc,SalvaRx Ltd,2016-03-22,2016,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-D49407C8,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,SalvaRx Group Plc
sangamo therapeutics||sangamo therapeutics france||2018-10-01,CTL-0079,control,1,Sangamo Therapeutics Inc,Sangamo Therapeutics France SAS,2018-10-01,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-8E3F1F47,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Sangamo Therapeutics Inc
sanofi||ablynx||2018-06-19,TRT-0010,treatment,1,Sanofi,Ablynx NV,2018-06-19,2018,Acquisition,100% Acquisition,Eligible - 100%,Complete,Complete event window — provisional; EP-only scope,EVT-09182F95,High-confidence innovation-driven,High,Nanobody technology platform + late-stage caplacizumab (aTTP) pipeline,Announcement/rationale: acquire Ablynx to strengthen R&D strategy with Nanobody technology platform and late-stage investigational caplacizumab. Platform + late-stage pipeline central.,Strict (100%),,1,1,0,Sanofi
sbi||photonamic kg||2016-01-15,CTL-0180;CTL-0181,control,2,SBI Holdings Inc,Photonamic GmbH & Co KG,2016-01-15,2016,Acquisition,100% Acquisition;Majority Acquisition,Eligible - 100%;Review - majority,Not collected,Not collected,EVT-13A96184,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,SBI Holdings Inc
schering plough||oncoethix inactive||2014-12-18,CTL-0241,control,1,Schering-Plough Corp,Oncoethix GmbH (Inactive),2014-12-18,2014,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-7EAAD89A,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Schering-Plough Corp
serb||veriton||2020-05-21,CTL-0017,control,1,Serb SAS,Veriton Pharma Ltd,2020-05-21,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-7EE128BE,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Serb SAS
sergej ovodov alexander knoll||biogenes||2015-10-31,CTL-0195,control,1,Sergej Ovodov; Alexander Knoll,BioGenes GmbH,2015-10-31,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-B1C72AFE,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Sergej Ovodov; Alexander Knoll
shire inactive||premacure||2013-03-12,TRT-0045,treatment,1,Shire plc (Inactive),Premacure AB,2013-03-12,2013,Acquisition,Majority Acquisition,Review - majority,Complete,Partial event window — 6/7 years covered,EVT-27796271,High-confidence innovation-driven,High,Protein-replacement therapy; Phase II neonatology candidate (Premacure),Shire acquires Premacure to enter neonatology with a novel protein-replacement therapy and continue an ongoing Phase II study. Late-stage pipeline central.,Broader (majority control-transfer),,1,1,0,Shire plc (Inactive)
siemens healthineers a g||neo new oncology||2016-03-31,CTL-0170,control,1,Siemens Healthineers A.G.,NEO New Oncology GmbH,2016-03-31,2016,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-0EAF157B,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Siemens Healthineers A.G.
sienna biopharmaceuticals inactive||creabilis inactive||2016-12-06,CTL-0144,control,1,Sienna Biopharmaceuticals Inc (Inactive),Creabilis plc (Inactive),2016-12-06,2016,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-B0C5E4D8,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Sienna Biopharmaceuticals Inc (Inactive)
simbec orion||simbec research orion clinical services||2014-06-23,CTL-0253,control,1,Simbec-Orion Group Ltd,Simbec Research Ltd; ORION Clinical Services Inc,2014-06-23,2014,Merger,,Review - merger,Not collected,Not collected,EVT-C7672583,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,"Broader (merger, surviving entity)",,0,0,0,Simbec-Orion Group Ltd
sophia genetics||interactive biosoftware||2018-06-16,CTL-0083,control,1,Sophia Genetics SA,Interactive Biosoftware SAS,2018-06-16,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-ABBFF059,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Sophia Genetics SA
spark therapeutics||genable technologies||2016-03-07,CTL-0174,control,1,Spark Therapeutics Inc,Genable Technologies Ltd,2016-03-07,2016,Acquisition,Majority Acquisition,Review - majority,Not collected,Not collected,EVT-5FDD4E94,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Broader (majority control-transfer),,0,0,0,Spark Therapeutics Inc
spectris||concept life sciences||2018-01-26,CTL-0094,control,1,Spectris Plc,Concept Life Sciences Ltd,2018-01-26,2018,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-9C673E8D,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Spectris Plc
stada arzneimittel||lobsor||2020-10-02,CTL-0008,control,1,Stada Arzneimittel AG,LobSor Pharmaceuticals AB,2020-10-02,2020,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-9D1D2F3F,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Stada Arzneimittel AG
stada arzneimittel||sciotec diagnostic technologies||2015-08-26,TRT-0030,treatment,1,Stada Arzneimittel AG,SCIOTEC Diagnostic Technologies GmbH,2015-08-26,2015,Acquisition,100% Acquisition,Eligible - 100%,Not collected,Not collected,EVT-408D3A73,Insufficient evidence (not data-carrying),Not assessed,,Not individually adjudicated: no usable financial or patent data to enter H1/H2 (master-prompt priority rule); classify only if promoted to the analytical sample.,Strict (100%),,0,0,0,Stada Arzneimittel AG
