Deal_ID,Initial_Group,screen_group,Initial_Treatment_Indicator,Source_File,Cross_File_Key,Overlap_Flag,Duplicate_Flag,dup_drop,overlap_resolution_note,same_firm_year_note,Announced_Date,Completion_Date,Completion_Year,Deal_Status,Deal_Headline,Deal_Subtype_Level_3,Deal_Country_s,Acquirer_Raw,Acquirer_Normalized,Target_Raw,Target_Normalized,Deal_Value_USD_m,Financial_Currency,Financial_Data_Status,Patent_Data_Status,Multiple_Deal_Acquirer,text_innov_hits,text_alt_hits,text_lean,Provisional_Classification,Provisional_Confidence,Requires_Human_Review,has_fin,has_pat,eligible_strict,eligible_broad
CTL-0223,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,kite pharma acquires t cell factory,No,No,False,,,2015-03-17,2015-03-17,2015,Completed,Kite Pharma acquires T-Cell Factory,Majority Acquisition,The Netherlands,Kite Pharma Inc,kite pharma,T-Cell Factory B.V.,t cell factory b v,21.0,,Not collected,Not collected,No,7,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0224,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,nbk capital exit dem pharmaceuticals,No,No,False,,,2015-03-08,2015-03-08,2015,Completed,NBK Capital Exit Dem Pharmaceuticals,Minority Acquisition,Turkey,Undisclosed,undisclosed,Dem Ilac San ve Tic AS,dem ilac san ve tic,,,Not collected,Not collected,Yes,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,False
CTL-0225,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,myriad genetics acquires privatklinik dr robert schindlbeck for,No,No,False,,,2015-02-27,2015-02-27,2015,Completed,Myriad Genetics Acquires Privatklinik Dr. Robert Schindlbeck for USD20.1 Million,100% Acquisition,Germany,Myriad Genetics Inc,myriad genetics,Privatklinik Dr Robert Schindlbeck GmbH & Co KG,privatklinik dr robert schindlbeck kg,20.0,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0226,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,sorin merges with cyberonics for,No,No,False,,,2015-02-26,2015-10-19,2015,Completed,Sorin Merges with Cyberonics for USD2.7 Billion,,"Italy , United States",LivaNova Plc,livanova,Sorin S.p.A. (Inactive); LivaNova USA Inc,sorin s p a livanova usa,2700.0,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0227,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,sosei acquires 100 stake in heptares therapeutics,No,No,False,,,2015-02-23,2015-02-23,2015,Completed,Sosei acquires 100% stake in Heptares Therapeutics,100% Acquisition,United Kingdom,Nxera Pharma Co Ltd,nxera pharma,Heptares Therapeutics Ltd,heptares therapeutics,400.0,,Not collected,Not collected,No,7,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0228,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,intrexon acquires actogenix,No,No,False,,,2015-02-13,2015-02-23,2015,Completed,Intrexon acquires ActoGeniX,100% Acquisition,Belgium,Precigen Inc,precigen,ActogeniX NV,actogenix,60.0,,Not collected,Not collected,No,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0229,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,glaxosmithkline acquires remaining stake in glycovaxyn for,No,No,False,,,2015-02-11,2015-02-11,2015,Completed,GlaxoSmithKline Acquires Remaining Stake in GlycoVaxyn for USD190 Million,Majority Acquisition,Switzerland,GSK plc,gsk,GlycoVaxyn AG (Inactive),glycovaxyn,190.0,EUR,Complete,Complete event window — 7/7 years covered,Yes,5,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,False,True
CTL-0230,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,roche acquires signature diagnostics,No,No,False,,Roche completion-year 2015: CTL-0230 and CTL-0234 are distinct targets but share identical acquirer firm-year financials; keep one firm-year in H2 panel.,2015-02-09,2015-02-09,2015,Completed,Roche acquires Signature Diagnostics,Majority Acquisition,Germany,Roche Holding AG,roche,Signature Diagnostics GmbH,signature diagnostics,,EUR,Complete,Complete event window — 7/7 years covered,No,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,False,True
CTL-0231,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,accelovance acquires altair clinical,No,No,False,,,2015-02-05,2015-02-05,2015,Completed,Accelovance acquires Altair Clinical,Majority Acquisition,United Kingdom,Linical Americas,linical americas,Altair Clinical Ltd,altair clinical,,,Not collected,Not collected,No,3,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0232,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ppf group and sotio acquire minority stake in cytune pharma,No,No,False,,,2015-02-04,2015-02-04,2015,Completed,PPF Group and SOTIO acquire minority stake in Cytune Pharma,Minority Acquisition,France,PPF Group NV; SOTIO Biotech AS,ppf sotio biotech,Cytune Pharma SAS,cytune pharma,,,Not collected,Not collected,No,6,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0233,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,incanthera acquires spear therapeutics,No,No,False,,,2015-01-28,2015-01-28,2015,Completed,Incanthera acquires Spear Therapeutics,Majority Acquisition,"Ireland , United Kingdom",Incanthera Plc,incanthera,Spear Therapeutics,spear therapeutics,,,Not collected,Not collected,Yes,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0234,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,roche acquires trophos for,No,No,False,,Roche completion-year 2015: CTL-0230 and CTL-0234 are distinct targets but share identical acquirer firm-year financials; keep one firm-year in H2 panel.,2015-01-16,2015-03-03,2015,Completed,Roche Acquires Trophos for USD386 Million,100% Acquisition,France,F. Hoffmann-La Roche Ltd,f hoffmann la roche,Trophos SA,trophos,386.0,EUR,Complete,Complete event window — 7/7 years covered,Yes,7,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,True,True
CTL-0235,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,orkla home personal acquires 100 stake in cederroth,No,No,False,,,2015-01-15,2015-08-31,2015,Completed,Orkla Home & Personal acquires 100% stake in Cederroth,100% Acquisition,Sweden,Orkla Home & Personal Care AS,orkla home personal care,Cederroth AB,cederroth ab,62.0,,Not collected,Not collected,No,0,3,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0236,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,orkla acquires cederroth for,No,No,False,,,2015-01-15,2015-08-31,2015,Completed,Orkla Acquires Cederroth for USD250 Million,100% Acquisition,Sweden,Orkla ASA,orkla asa,Orkla Wound Care AB,orkla wound care ab,250.0,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0237,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,biogen idec acquires convergence pharma for up to,No,No,False,,,2015-01-11,2015-02-12,2015,Completed,Biogen Idec Acquires Convergence Pharma for up to USD650.1 Million,100% Acquisition,United States,Biogen Inc,biogen,Convergence Pharmaceuticals Ltd,convergence pharmaceuticals,650.0,,Not collected,Not collected,Yes,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0238,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,biogen idec acquires convergence pharmaceuticals,No,No,False,,,2015-01-11,2015-02-28,2015,Completed,Biogen Idec acquires Convergence Pharmaceuticals,Majority Acquisition,United Kingdom,"Biogen, Inc.",biogen,Convergence Pharmaceuticals Holdings Limited,convergence pharmaceuticals,675.0,,Not collected,Not collected,Yes,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0239,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,auspex pharma acquires imphar,Yes,No,False,,,2015-01-11,2015-12-31,2015,Completed,Auspex Pharma Acquires Imphar,100% Acquisition,Germany,Auspex Pharmaceuticals Inc,auspex pharmaceuticals,imphar AG,imphar,,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0240,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,horizon discovery to acquire haplogen genomics,No,No,False,,,2015-01-08,2015-01-08,2015,Completed,Horizon Discovery to acquire Haplogen Genomics,Majority Acquisition,Austria,Horizon Discovery Group Ltd,horizon discovery,Haplogen GmbH,haplogen,10.0,,Not collected,Not collected,No,4,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0241,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,merck acquires oncoethix,No,No,False,,,2014-12-18,2014-12-18,2014,Completed,Merck acquires OncoEthix,Majority Acquisition,Switzerland,Schering-Plough Corp,schering plough,Oncoethix GmbH (Inactive),oncoethix,375.0,,Not collected,Not collected,No,6,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0242,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,midatech acquires q chip,No,No,False,,,2014-12-08,2014-12-08,2014,Completed,Midatech acquires Q Chip,Majority Acquisition,United Kingdom,Biodexa Ltd,biodexa,"Q Chip, Ltd.",q chip,,,Not collected,Not collected,No,4,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0243,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,perrigo company acquires omega pharma,No,No,False,,,2014-11-06,2015-03-30,2015,Completed,Perrigo Company acquires Omega Pharma,Majority Acquisition,Belgium,Perrigo Company plc,perrigo,Omega Pharma NV,omega pharma,4506.0,,Not collected,Not collected,Yes,0,4,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,False,True
CTL-0244,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,zogenix acquires brabant pharma,No,No,False,,,2014-10-27,2014-10-27,2014,Completed,Zogenix acquires Brabant Pharma,Majority Acquisition,United Kingdom,Zogenix Inc (Inactive),zogenix,Zogenix International Ltd,zogenix international,130.0,,Not collected,Not collected,No,3,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0245,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,abingdon health acquires serascience,No,No,False,,,2014-10-13,2014-10-13,2014,Completed,Abingdon Health acquires Serascience,Majority Acquisition,United Kingdom,Abingdon Health PLC,abingdon health,Serascience Limited,serascience,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0246,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,cadila pharma sweden acquires biochromix newco,Yes,No,False,,,2014-10-02,2014-10-02,2014,Completed,Cadila Pharma Sweden Acquires BioChromix NewCo,100% Acquisition,Sweden,Cadila Pharmaceuticals Sweden AB,cadila pharmaceuticals sweden ab,BioChromix NewCo AB,biochromix newco ab,,,Not collected,Not collected,No,8,2,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0247,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,prima biomed acquires 100 stake in immutep,No,No,False,,,2014-10-02,2014-12-17,2014,Completed,Prima BioMed acquires 100% stake in Immutep,100% Acquisition,France,Immutep Limited,immutep,Immutep SA,immutep,25.0,,Not collected,Not collected,No,5,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0248,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,assistances medicales specialisees ams acquires asdia,No,No,False,,,2014-09-22,2014-09-22,2014,Completed,Assistances Medicales Specialisees (AMS) acquires Asdia,Majority Acquisition,France,Assistances Medicales Specialisees,assistances medicales specialisees,ASDIA,asdia,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0249,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,nicox acquires 100 stake in doliage,Yes,No,False,,,2014-09-16,2014-09-26,2014,Completed,Nicox acquires 100% stake in Doliage,100% Acquisition,France,Nicox SA,nicox,Doliage,doliage,6.0,,Not collected,Not collected,No,0,2,Text: alternative-leaning,Alternative rationale,Medium (screen + text agree),YES - provisional automated classification,False,False,True,True
CTL-0250,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,actinogen acquires 100 stake in corticrine,No,No,False,,,2014-08-27,2014-12-01,2014,Completed,Actinogen acquires 100% stake in Corticrine,100% Acquisition,United Kingdom,Actinogen Medical Limited,actinogen medical,Corticrine Ltd,corticrine,,,Not collected,Not collected,No,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0251,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,cilag acquires covagen,No,No,False,,,2014-08-25,2014-08-25,2014,Completed,Cilag acquires Covagen,Majority Acquisition,Switzerland,Cilag GmbH International,cilag international,Covagen AG (Inactive),covagen,,,Not collected,Not collected,No,4,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0252,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,abbey pharmaceuticals acquires peckforton pharmaceuticals,No,No,False,,,2014-08-11,2014-08-11,2014,Completed,Abbey Pharmaceuticals acquires Peckforton Pharmaceuticals,Majority Acquisition,United Kingdom,"Abbey Pharma (trading as Intrapharm Laboratories, Ltd.)",abbey pharma trading intrapharm laboratories,Peckforton Pharmaceuticals Ltd (Inactive),peckforton pharmaceuticals,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0253,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,orion clinical services merges with simbec research,No,No,False,,,2014-06-23,2014-06-23,2014,Completed,ORION Clinical Services merges with Simbec Research,,United Kingdom,Simbec-Orion Group Ltd,simbec orion,Simbec Research Ltd; ORION Clinical Services Inc,simbec research orion clinical services,,,Not collected,Not collected,No,3,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0254,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,evotec acquires euprotec,No,No,False,,,2014-05-28,2014-05-31,2014,Completed,Evotec Acquires Euprotec,100% Acquisition,United Kingdom,Evotec SE,evotec,Evotec (UK) Ltd,evotec uk,5.0,,Not collected,Not collected,Yes,3,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0255,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,futurelife acquires majority stake in gyncentrum,No,No,False,,,2014-05-26,2014-05-26,2014,Completed,FutureLife acquires majority stake in GynCentrum,Majority Acquisition,Czech Republic,FutureLife a.s,futurelife a s,"Gyncentrum, S.R.O.",gyncentrum s r o,,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0256,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,abbott acquires kalo pharma and cfr pharmaceuticals,No,No,False,,,2014-05-16,2014-09-26,2014,Completed,Abbott acquires Kalo Pharma and CFR Pharmaceuticals,Majority Acquisition,"Chile , Spain",Abbott Laboratories,abbott laboratories,Kalo Pharma Internacional S.L.U.; Corporacion Farmaceutica Recalcine,kalo pharma internacional s l u corporacion farmaceutica recalcine,2117.0,,Not collected,Not collected,No,3,3,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0257,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,riemser pharma acquires keocyt,No,No,False,,,2014-05-12,2014-05-12,2014,Completed,Riemser Pharma acquires Keocyt,Majority Acquisition,France,Riemser Pharma GmbH (formerly RIEMSER Arzneimittel AG),riemser pharma formerly riemser arzneimittel,Keocyt SA,keocyt,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0258,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,hermo pharma merges with laurantis pharma,No,No,False,,,2014-04-29,2014-04-29,2014,Completed,Hermo Pharma Merges with Laurantis Pharma,,Finland,Herantis Pharma Plc,herantis pharma,Laurantis Pharma Oy; Hermo Pharma Oy Ltd; Herantis Pharma Plc,laurantis pharma oy hermo pharma oy herantis pharma,,,Not collected,Not collected,No,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0259,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,morood invest acquires stake in care oncology clinic,No,No,False,,,2014-04-28,2014-04-28,2014,Completed,Morood Invest Acquires Stake In Care Oncology Clinic,Minority Acquisition,United Kingdom,Morood Invest LLC,morood invest,Care Oncology Clinic,care oncology clinic,,,Not collected,Not collected,No,2,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0260,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ppf acquires minority stake in oribase pharma,No,No,False,,,2014-03-31,2014-03-31,2014,Completed,PPF acquires minority stake in OriBase Pharma,Minority Acquisition,"Czech Republic , France",PPF AS,ppf,Oribase Pharma,oribase pharma,,,Not collected,Not collected,No,5,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,False
CTL-0261,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,horizon pharma acquires vidara therapeutics international,No,No,False,,,2014-03-18,2014-09-19,2014,Completed,Horizon Pharma acquires Vidara Therapeutics International,Majority Acquisition,Ireland,Horizon Therapeutics Plc.,horizon therapeutics,Vidara Therapeutics International Limited,vidara therapeutics international,660.0,,Not collected,Not collected,No,1,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0262,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,charles river laboratories acquires biofocus and argenta operations of galapagos,No,No,False,,,2014-03-13,2014-03-31,2014,Completed,Charles River Laboratories acquires BioFocus and Argenta operations of Galapagos,Majority Acquisition,United Kingdom,"Charles River Laboratories International, Inc.",charles river laboratories international,Argenta Discovery 2009 Ltd (Inactive); BioFocus DPI Limited,argenta discovery 2009 biofocus dpi,186.0,,Not collected,Not collected,Yes,9,4,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0263,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,vectura acquires activaero medical device company for us 181 million,No,No,False,,,2014-03-13,2014-03-13,2014,Completed,"Vectura Acquires Activaero, Medical Device Company, For US$181 Million",100% Acquisition,Germany,Vectura Group Ltd,vectura,Vectura GmbH,vectura,181.0,EUR,Complete,Complete event window — 7/7 years covered,Yes,9,2,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,True,True
CTL-0264,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,vectura group acquires activaero,No,No,True,"Dropped as exact duplicate of CTL-0263: Vectura/Activaero 2014 - same acquisition, two GlobalData rows",,2014-03-13,2014-03-13,2014,Completed,Vectura Group acquires Activaero,Majority Acquisition,Germany,Vectura Group Limited,vectura,Vectura GmbH,vectura,180.0,EUR,Complete,Complete event window — 7/7 years covered,Yes,3,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,True,True,False,False
CTL-0265,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,incanthera acquires onco nx,No,No,False,,,2014-03-10,2014-03-10,2014,Completed,Incanthera acquires Onco-NX,Majority Acquisition,United Kingdom,Incanthera Plc,incanthera,Onco-NX Ltd,onco nx,,,Not collected,Not collected,Yes,0,0,No text evidence,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0266,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,oxford gene technology acquires cytocell,No,No,False,,,2014-03-04,2014-03-04,2014,Completed,Oxford Gene Technology acquires Cytocell,Majority Acquisition,United Kingdom,Oxford Gene Technology Ltd,oxford gene technology,Cytocell Ltd,cytocell,,,Not collected,Not collected,No,4,1,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0267,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,minerva neurosciences acquires 100 of mind nrg,No,No,False,,,2014-02-28,2014-02-28,2014,Completed,Minerva Neurosciences acquires 100% of Mind-NRG,100% Acquisition,Switzerland,Minerva Neurosciences Inc,minerva neurosciences,Mind-NRG SA,mind nrg,,,Not collected,Not collected,No,1,0,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
CTL-0268,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,productlife group acquires kohne pharma,Yes,No,False,,,2014-02-17,2014-02-17,2014,Completed,ProductLife Group acquires Kohne Pharma,Majority Acquisition,"France , Germany",ProductLife Group,productlife,Kohne Pharma GmbH,kohne pharma,,,Not collected,Not collected,No,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0269,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,medigene acquires 100 stake in trianta immunotherapies,No,No,False,,,2014-01-27,2014-01-27,2014,Completed,Medigene acquires 100% stake in Trianta Immunotherapies,100% Acquisition,Germany,MediGene AG,medigene,Medigene Immunotherapies GmbH,medigene immunotherapies,14.0,,Not collected,Not collected,Yes,7,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0270,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,medigene acquires trianta immunotherapies,No,No,False,,,2014-01-27,2014-01-27,2014,Completed,Medigene Acquires Trianta Immunotherapies,100% Acquisition,Germany,MediGene AG,medigene,Medigene Immunotherapies GmbH,medigene immunotherapies,14.0,,Not collected,Not collected,Yes,6,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0271,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,agenus acquires 4 antibody,No,No,False,,,2014-01-13,2014-02-13,2014,Completed,Agenus acquires 4-Antibody,100% Acquisition,Switzerland,Agenus Inc,agenus,Agenus Switzerland Inc,agenus switzerland,40.0,,Not collected,Not collected,No,6,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,True,True
CTL-0272,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,aratana therapeutics acquires okapi sciences,No,No,False,,,2014-01-06,2014-01-06,2014,Completed,Aratana Therapeutics acquires Okapi Sciences,Majority Acquisition,Belgium,"Aratana Therapeutics, Inc.",aratana therapeutics,Okapi Sciences NV,okapi sciences,45.0,,Not collected,Not collected,No,1,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0273,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,ambipharm mercury acquires abcur,No,No,False,,,2013-12-06,2013-12-06,2013,Completed,Ambipharm Mercury acquires Abcur,Majority Acquisition,Sweden,Amdipharm Mercury Company Limited,amdipharm mercury,Abcur AB,abcur ab,,,Not collected,Not collected,Yes,0,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,False,True
CTL-0274,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,bayer acquires algeta,No,No,False,,,2013-11-26,2014-03-06,2014,Completed,Bayer acquires Algeta,Majority Acquisition,Norway,Bayer AG,bayer,Algeta ASA (Inactive),algeta asa,2882.0,,Not collected,Not collected,Yes,4,0,Text: innovation-leaning,Borderline/mixed motive,Low (screen-text conflict),YES - provisional automated classification,False,False,False,True
CTL-0275,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,cardiome pharma acquires correvio,Yes,No,False,,,2013-11-18,2013-11-18,2013,Completed,Cardiome Pharma acquires Correvio,100% Acquisition,Switzerland,Correvio Pharma Corp.,correvio pharma,Correvio International Sarl,correvio international sarl,23.0,EUR,Complete,Not collected,No,2,2,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,True,False,True,True
CTL-0276,Candidate alternative-rationale group,Alternative-rationale (candidate screen),0,DATA non-innovation deals.xlsx,general sales and leasing acquires 100 stake in xenetic biosciences,No,No,False,,,2013-10-21,2013-12-23,2013,Completed,General Sales and Leasing acquires 100% stake in Xenetic Biosciences,100% Acquisition,United Kingdom,Xenetic Biosciences Inc,xenetic biosciences,Xenetic Biosciences (UK) Ltd,xenetic biosciences uk,39.0,,Not collected,Not collected,No,1,1,Text: mixed/ambiguous,Alternative rationale,Low (screen only; weak/absent text),YES - provisional automated classification,False,False,True,True
